Record_Origin,Industry_Sector,Job_Title,Location,Region,Top_In_Demand_Technologies_MI (80% Share),Derived_Skill_DNA_Tokens,Market_Demand_Share_Pct,Projected_Growth_Rate_2026_Pct,Timestamp_UTC
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Northwest Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, DIGITAL HEALTH RECORDS, HIPAA COMPLIANCE",28,26,2026-05-16T19:22:45.513398+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",West Michigan,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, TELEHEALTH ADMIN, PATIENT CARE ANALYTICS",16,8,2026-05-16T19:22:45.513442+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",West Michigan,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, HL7, EPIC SYSTEMS",20,25,2026-05-16T19:22:45.513482+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",West Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, HL7, DIGITAL HEALTH RECORDS",20,9,2026-05-16T19:22:45.513541+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, CLINICAL DATA, FHIR API",26,14,2026-05-16T19:22:45.513583+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",North East Michigan,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, EPIC SYSTEMS, TELEHEALTH ADMIN",26,17,2026-05-16T19:22:45.513626+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",East Michigan,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, CLINICAL DATA, EPIC SYSTEMS",18,16,2026-05-16T19:22:45.513670+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",North East Michigan,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, TELEHEALTH ADMIN, PATIENT CARE ANALYTICS",24,18,2026-05-16T19:22:45.513712+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",East Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, CLINICAL DATA, TELEHEALTH ADMIN",31,16,2026-05-16T19:22:45.513752+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",West Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, PATIENT CARE ANALYTICS, TELEHEALTH ADMIN",24,14,2026-05-16T19:22:45.513813+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Southeast Michigan,"Clinical data Platforms, Cloud Infrastructure Services","CLINICAL DATA, FHIR API, HL7",24,13,2026-05-16T19:22:45.513856+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Upper Peninsula,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, CLINICAL DATA, DIGITAL HEALTH RECORDS",24,17,2026-05-16T19:22:45.513900+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",West Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, HL7, CLINICAL DATA",19,10,2026-05-16T19:22:45.513942+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",West Michigan,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, HL7, FHIR API",15,17,2026-05-16T19:22:45.513987+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",East Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, HL7, CLINICAL DATA",35,19,2026-05-16T19:22:45.514028+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Upper Peninsula,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, FHIR API, CLINICAL DATA",35,25,2026-05-16T19:22:45.514075+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, HIPAA COMPLIANCE, FHIR API",17,10,2026-05-16T19:22:45.514117+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Clinical data Platforms, Cloud Infrastructure Services","CLINICAL DATA, EPIC SYSTEMS, TELEHEALTH ADMIN",24,27,2026-05-16T19:22:45.514165+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",East Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, FHIR API, EPIC SYSTEMS",16,9,2026-05-16T19:22:45.514211+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Northwest Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, DIGITAL HEALTH RECORDS, HIPAA COMPLIANCE",31,8,2026-05-16T19:22:45.514256+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Southeast Michigan,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, PATIENT CARE ANALYTICS, DIGITAL HEALTH RECORDS",19,19,2026-05-16T19:22:45.514296+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",West Michigan,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, CLINICAL DATA, DIGITAL HEALTH RECORDS",30,8,2026-05-16T19:22:45.514341+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Northwest Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, CLINICAL DATA, TELEHEALTH ADMIN",33,24,2026-05-16T19:22:45.514382+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",West Michigan,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, CLINICAL DATA, FHIR API",30,21,2026-05-16T19:22:45.514429+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, CLINICAL DATA, PATIENT CARE ANALYTICS",21,20,2026-05-16T19:22:45.514473+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",North East Michigan,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, HL7, FHIR API",35,13,2026-05-16T19:22:45.514519+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Southeast Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, EPIC SYSTEMS, TELEHEALTH ADMIN",26,15,2026-05-16T19:22:45.514566+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",North East Michigan,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, DIGITAL HEALTH RECORDS, HIPAA COMPLIANCE",17,26,2026-05-16T19:22:45.514612+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",North East Michigan,"Clinical data Platforms, Cloud Infrastructure Services","CLINICAL DATA, EPIC SYSTEMS, FHIR API",20,24,2026-05-16T19:22:45.514653+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",West Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, FHIR API, CLINICAL DATA",33,19,2026-05-16T19:22:45.514697+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",North East Michigan,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, FHIR API, HIPAA COMPLIANCE",30,25,2026-05-16T19:22:45.514742+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, HIPAA COMPLIANCE, TELEHEALTH ADMIN",27,22,2026-05-16T19:22:45.514790+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",West Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, FHIR API, EPIC SYSTEMS",28,20,2026-05-16T19:22:45.514842+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Clinical data Platforms, Cloud Infrastructure Services","CLINICAL DATA, PATIENT CARE ANALYTICS, HIPAA COMPLIANCE",29,26,2026-05-16T19:22:45.514887+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",East Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, EPIC SYSTEMS, DIGITAL HEALTH RECORDS",30,15,2026-05-16T19:22:45.514930+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",East Michigan,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, EPIC SYSTEMS, FHIR API",15,8,2026-05-16T19:22:45.514973+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",North East Michigan,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, TELEHEALTH ADMIN, PATIENT CARE ANALYTICS",34,12,2026-05-16T19:22:45.515016+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Upper Peninsula,"Clinical data Platforms, Cloud Infrastructure Services","CLINICAL DATA, DIGITAL HEALTH RECORDS, TELEHEALTH ADMIN",22,22,2026-05-16T19:22:45.515059+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Hl7 Platforms, Cloud Infrastructure Services","HL7, FHIR API, EPIC SYSTEMS",27,10,2026-05-16T19:22:45.515098+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Upper Peninsula,"Hl7 Platforms, Cloud Infrastructure Services","HL7, HIPAA COMPLIANCE, EPIC SYSTEMS",18,8,2026-05-16T19:22:45.515140+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, DIGITAL HEALTH RECORDS, FHIR API",19,18,2026-05-16T19:22:45.515181+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, CLINICAL DATA, HL7",17,19,2026-05-16T19:22:45.515258+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Northwest Michigan,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, EPIC SYSTEMS, CLINICAL DATA",34,23,2026-05-16T19:22:45.515325+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",West Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, PATIENT CARE ANALYTICS, EPIC SYSTEMS",22,10,2026-05-16T19:22:45.515394+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Northwest Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, FHIR API, DIGITAL HEALTH RECORDS",31,9,2026-05-16T19:22:45.515446+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",East Michigan,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, CLINICAL DATA, DIGITAL HEALTH RECORDS",18,8,2026-05-16T19:22:45.515491+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",East Michigan,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, TELEHEALTH ADMIN, FHIR API",20,19,2026-05-16T19:22:45.515538+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",West Michigan,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, PATIENT CARE ANALYTICS, TELEHEALTH ADMIN",22,13,2026-05-16T19:22:45.515583+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Northwest Michigan,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, TELEHEALTH ADMIN, PATIENT CARE ANALYTICS",19,24,2026-05-16T19:22:45.515622+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Upper Peninsula,"Hl7 Platforms, Cloud Infrastructure Services","HL7, HIPAA COMPLIANCE, FHIR API",19,18,2026-05-16T19:22:45.515664+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, PATIENT CARE ANALYTICS, EPIC SYSTEMS",23,23,2026-05-16T19:22:45.515704+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Upper Peninsula,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, DIGITAL HEALTH RECORDS, HL7",34,18,2026-05-16T19:22:45.515747+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Northwest Michigan,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, EPIC SYSTEMS, TELEHEALTH ADMIN",34,16,2026-05-16T19:22:45.515789+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",North East Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, PATIENT CARE ANALYTICS, CLINICAL DATA",20,25,2026-05-16T19:22:45.515845+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",East Michigan,"Clinical data Platforms, Cloud Infrastructure Services","CLINICAL DATA, HIPAA COMPLIANCE, DIGITAL HEALTH RECORDS",35,8,2026-05-16T19:22:45.515885+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Upper Peninsula,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, EPIC SYSTEMS, FHIR API",30,12,2026-05-16T19:22:45.515928+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, HL7, PATIENT CARE ANALYTICS",18,13,2026-05-16T19:22:45.515966+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",North East Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, CLINICAL DATA, DIGITAL HEALTH RECORDS",29,11,2026-05-16T19:22:45.516013+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Northwest Michigan,"Clinical data Platforms, Cloud Infrastructure Services","CLINICAL DATA, HIPAA COMPLIANCE, FHIR API",23,17,2026-05-16T19:22:45.516052+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Northwest Michigan,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, EPIC SYSTEMS, PATIENT CARE ANALYTICS",25,23,2026-05-16T19:22:45.516096+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Southeast Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, FHIR API, DIGITAL HEALTH RECORDS",20,25,2026-05-16T19:22:45.516135+00:00
