Record_Origin,Industry_Sector,Job_Title,Location,Region,Top_In_Demand_Technologies_MI (80% Share),Derived_Skill_DNA_Tokens,Market_Demand_Share_Pct,Projected_Growth_Rate_2026_Pct,Timestamp_UTC
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",Northwest Michigan,"Vertex AI, MLOps Pipelines & Terraform","['BigQuery', 'Python', 'Spark', 'Vertex AI']",34,23,2026-05-16T19:13:21.261756+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Upper Peninsula,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'Kubernetes', 'Python', 'Spark']",22,13,2026-05-16T19:13:21.261764+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['AWS', 'BigQuery', 'CI/CD', 'Python']",17,13,2026-05-16T19:13:21.261771+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",West Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'SQL', 'Spark', 'Vertex AI']",29,12,2026-05-16T19:13:21.261778+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",Southeast Michigan,"Vertex AI, MLOps Pipelines & Terraform","['AWS', 'Airflow', 'Kubernetes', 'Terraform']",30,21,2026-05-16T19:13:21.261785+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Infrastructure","['AWS', 'Airflow', 'BigQuery', 'Terraform']",20,16,2026-05-16T19:13:21.261791+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Infrastructure","['Databricks', 'SQL', 'Snowflake', 'Vertex AI']",15,27,2026-05-16T19:13:21.261799+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['BigQuery', 'CI/CD', 'Spark', 'Vertex AI']",33,8,2026-05-16T19:13:21.261805+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",North East Michigan,"GCP, PySpark, Databricks Infrastructure","['Airflow', 'CI/CD', 'GCP', 'Spark']",30,11,2026-05-16T19:13:21.261812+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Infrastructure","['CI/CD', 'ETL', 'Pyspark', 'Terraform']",33,17,2026-05-16T19:13:21.261819+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",South Central Michigan,"GCP, PySpark, Databricks Infrastructure","['AWS', 'Airflow', 'BigQuery', 'Kubernetes']",31,24,2026-05-16T19:13:21.261826+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Infrastructure","['Docker', 'Python', 'SQL', 'Spark']",18,11,2026-05-16T19:13:21.261833+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Airflow', 'CI/CD', 'ETL', 'GCP']",25,22,2026-05-16T19:13:21.261847+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",North East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['CI/CD', 'Databricks', 'Snowflake', 'Spark']",26,25,2026-05-16T19:13:21.261856+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['BigQuery', 'Kubernetes', 'Python', 'Snowflake']",30,16,2026-05-16T19:13:21.261863+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'Pyspark', 'SQL', 'Snowflake']",15,19,2026-05-16T19:13:21.261870+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['AWS', 'Docker', 'Pyspark', 'Spark']",25,24,2026-05-16T19:13:21.261884+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",South Central Michigan,"Vertex AI, MLOps Pipelines & Terraform","['ETL', 'Kubernetes', 'SQL', 'Terraform']",34,23,2026-05-16T19:13:21.261893+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Southeast Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'Airflow', 'GCP', 'Kubernetes']",31,28,2026-05-16T19:13:21.261900+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Infrastructure","['Airflow', 'Databricks', 'GCP', 'Spark']",28,15,2026-05-16T19:13:21.261908+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Infrastructure","['AWS', 'GCP', 'Pyspark', 'Vertex AI']",26,23,2026-05-16T19:13:21.261915+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Infrastructure","['Airflow', 'CI/CD', 'Kubernetes', 'SQL']",33,21,2026-05-16T19:13:21.261922+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Infrastructure","['Airflow', 'Kubernetes', 'Pyspark', 'Spark']",17,14,2026-05-16T19:13:21.261929+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",North East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['AWS', 'ETL', 'Kubernetes', 'Spark']",18,16,2026-05-16T19:13:21.261936+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Upper Peninsula,"Vertex AI, MLOps Pipelines & Terraform","['BigQuery', 'Kubernetes', 'Pyspark', 'Python']",32,22,2026-05-16T19:13:21.261952+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",Northwest Michigan,"GCP, PySpark, Databricks Infrastructure","['Docker', 'Python', 'Spark', 'Vertex AI']",23,19,2026-05-16T19:13:21.261968+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['BigQuery', 'ETL', 'SQL', 'Terraform']",33,21,2026-05-16T19:13:21.261977+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'Python', 'Snowflake', 'Spark']",21,9,2026-05-16T19:13:21.261984+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",Northwest Michigan,"Vertex AI, MLOps Pipelines & Terraform","['BigQuery', 'Kubernetes', 'SQL', 'Vertex AI']",25,27,2026-05-16T19:13:21.261991+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",Southeast Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'Docker', 'SQL', 'Terraform']",29,26,2026-05-16T19:13:21.261998+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",South Central Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'Docker', 'Kubernetes', 'Pyspark']",24,11,2026-05-16T19:13:21.262013+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",Southeast Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'Airflow', 'BigQuery', 'ETL']",19,22,2026-05-16T19:13:21.262022+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Infrastructure","['CI/CD', 'Docker', 'SQL', 'Spark']",31,17,2026-05-16T19:13:21.262029+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Northwest Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Pyspark', 'SQL', 'Spark', 'Terraform']",20,17,2026-05-16T19:13:21.262036+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",North East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'Kubernetes', 'Python', 'Terraform']",17,17,2026-05-16T19:13:21.262044+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",Southeast Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Databricks', 'ETL', 'SQL', 'Spark']",16,14,2026-05-16T19:13:21.262050+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['CI/CD', 'Docker', 'Python', 'Snowflake']",18,9,2026-05-16T19:13:21.262057+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",North East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'CI/CD', 'GCP', 'Python']",15,21,2026-05-16T19:13:21.262064+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['BigQuery', 'GCP', 'Kubernetes', 'Terraform']",15,9,2026-05-16T19:13:21.262071+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Infrastructure","['AWS', 'Docker', 'Spark', 'Vertex AI']",26,17,2026-05-16T19:13:21.262086+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",South Central Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Airflow', 'CI/CD', 'Pyspark', 'Vertex AI']",32,12,2026-05-16T19:13:21.262095+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",Southeast Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Airflow', 'Python', 'Snowflake', 'Spark']",23,12,2026-05-16T19:13:21.262102+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Infrastructure","['Snowflake', 'Spark', 'Terraform', 'Vertex AI']",28,26,2026-05-16T19:13:21.262109+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",Southeast Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'Kubernetes', 'Pyspark', 'Snowflake']",22,9,2026-05-16T19:13:21.262116+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",North East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Databricks', 'Docker', 'ETL', 'Vertex AI']",22,28,2026-05-16T19:13:21.262124+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",North East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Docker', 'ETL', 'Pyspark', 'Snowflake']",27,11,2026-05-16T19:13:21.262131+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Databricks', 'ETL', 'Snowflake', 'Vertex AI']",34,17,2026-05-16T19:13:21.262138+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",West Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Docker', 'ETL', 'Pyspark', 'Snowflake']",28,18,2026-05-16T19:13:21.262145+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",South Central Michigan,"Vertex AI, MLOps Pipelines & Terraform","['AWS', 'Python', 'Snowflake', 'Terraform']",19,14,2026-05-16T19:13:21.262152+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Infrastructure","['Airflow', 'Docker', 'Python', 'Vertex AI']",28,25,2026-05-16T19:13:21.262159+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",West Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'BigQuery', 'CI/CD', 'Docker']",24,10,2026-05-16T19:13:21.262166+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Airflow', 'BigQuery', 'ETL', 'Python']",35,22,2026-05-16T19:13:21.262173+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",Northwest Michigan,"GCP, PySpark, Databricks Infrastructure","['Databricks', 'ETL', 'Kubernetes', 'Terraform']",27,21,2026-05-16T19:13:21.262188+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Infrastructure","['AWS', 'Airflow', 'Spark', 'Terraform']",31,22,2026-05-16T19:13:21.262196+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",Upper Peninsula,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'Airflow', 'Pyspark', 'SQL']",31,19,2026-05-16T19:13:21.262204+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",North East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['CI/CD', 'ETL', 'Pyspark', 'Python']",28,22,2026-05-16T19:13:21.262211+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",North East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['BigQuery', 'Pyspark', 'Python', 'SQL']",29,8,2026-05-16T19:13:21.262218+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",Northwest Michigan,"GCP, PySpark, Databricks Infrastructure","['ETL', 'Pyspark', 'SQL', 'Spark']",28,10,2026-05-16T19:13:21.262225+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",South Central Michigan,"GCP, PySpark, Databricks Infrastructure","['Docker', 'GCP', 'SQL', 'Snowflake']",34,17,2026-05-16T19:13:21.262255+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",South Central Michigan,"GCP, PySpark, Databricks Infrastructure","['Databricks', 'Docker', 'Pyspark', 'Spark']",33,24,2026-05-16T19:13:21.262264+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Infrastructure","['AWS', 'Databricks', 'Docker', 'Vertex AI']",34,25,2026-05-16T19:13:21.262271+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Northwest Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'Kubernetes', 'Python', 'Vertex AI']",16,20,2026-05-16T19:13:21.262278+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",West Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'CI/CD', 'Databricks', 'Snowflake']",15,22,2026-05-16T19:13:21.262286+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",South Central Michigan,"Vertex AI, MLOps Pipelines & Terraform","['AWS', 'ETL', 'Pyspark', 'SQL']",29,9,2026-05-16T19:13:21.262293+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Infrastructure","['GCP', 'Kubernetes', 'Python', 'Terraform']",23,28,2026-05-16T19:13:21.262299+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Southeast Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['BigQuery', 'SQL', 'Spark', 'Terraform']",34,11,2026-05-16T19:13:21.262314+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",South Central Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['GCP', 'Kubernetes', 'SQL', 'Vertex AI']",33,23,2026-05-16T19:13:21.262322+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",Upper Peninsula,AWS Cloud Architecture & Snowflake Data Platform,"['BigQuery', 'Pyspark', 'Python', 'Terraform']",16,11,2026-05-16T19:13:21.262329+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",Upper Peninsula,"Vertex AI, MLOps Pipelines & Terraform","['Databricks', 'Docker', 'Pyspark', 'Terraform']",31,9,2026-05-16T19:13:21.262337+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Infrastructure","['CI/CD', 'Docker', 'Spark', 'Vertex AI']",31,12,2026-05-16T19:13:21.262344+00:00
